IncidentNumber,CalendarYear,MonthText,Type,IgnitionSourcePower,IgnitionSource,ItemFirstIgnited,VehiclePowerType,VehicleManufacturer,IncGeo_BoroughName,IncGeo_WardName,IncGeo_WardCode,Lithium batteries mentioned in report?
018635-17022021,2021,Feb,Other Lithium Battery,Electricity,"Batteries, generators",Not known,NULL,NULL,EALING,North Acton,E05013527,Yes
019428-19022021,2021,Feb,Car ,Electricity,"Batteries, generators",Other item,NULL,Mazda,HILLINGDON,Northwood,E05013574,No
021348-24022021,2021,Feb,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Volkswagen,WALTHAM FOREST,Chapel End,E05013884,No
021648-24022021,2021,Feb,e-bike,Electricity,"Batteries, generators",Wiring insulation,NULL,UNKNOWN,HARROW,Centenary,E05013544,No
022549-26022021,2021,Feb,e-scooter,Electricity,Other appliance or equipment,Internal Fittings,NULL,NULL,SOUTHWARK,NORTH WALWORTH,E05011107,No
024261-03032021,2021,Mar,Van ,Electricity,"Batteries, generators",Wiring insulation,NULL,Citroen,BRENT,Northwick Park,E05013505,No
028718-14032021,2021,Mar,Other Lithium Battery,Electricity,"Batteries, generators",Bed/mattress,NULL,NULL,WALTHAM FOREST,Leytonstone,E05013897,Yes
028738-14032021,2021,Mar,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,BMW,LEWISHAM,Crofton Park,E05013718,No
028882-15032021,2021,Mar,e-scooter,Electricity,Other appliance or equipment,Plastic - raw material only,NULL,NULL,BEXLEY,ERITH,E05011225,No
029090-15032021,2021,Mar,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Vauxhall/GM,HILLINGDON,Northwood Hills,E05013575,No
029487-16032021,2021,Mar,e-scooter,Electricity,Power Source,Window coverings,NULL,NULL,HAVERING,Heaton,E05013975,No
030484-19032021,2021,Mar,Other road vehicle,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Other,REDBRIDGE,BRIDGE,E05011236,No
030571-19032021,2021,Mar,Other Lithium Battery,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,CAMDEN,Kentish Town South,E05013664,Yes
030674-19032021,2021,Mar,Motor Home ,Electricity,"Batteries, generators",Wiring insulation,NULL,Volkswagen,GREENWICH,Eltham Page,E05014077,No
030800-19032021,2021,Mar,Other Lithium Battery,Electricity,Telephone/Answering machine/Fax machine,Plastic - raw material only,NULL,NULL,TOWER HAMLETS,Lansbury,E05009325,Yes
031527-21032021,2021,Mar,e-scooter,Electricity,"Wiring, cabling, plugs",Wiring insulation,NULL,NULL,LAMBETH,Clapham Town,E05014102,No
033891-27032021,2021,Mar,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Mercedes,NEWHAM,East Ham South,E05013910,No
035359-30032021,2021,Mar,Motorcycle ,Electricity,"Batteries, generators",Internal Fittings,NULL,BMW,WANDSWORTH,East Putney,E05014011,No
036500-01042021,2021,Apr,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Vauxhall/GM,BARNET,Barnet Vale,E05013628,No
036572-01042021,2021,Apr,Other Lithium Battery,Electricity,"Batteries, generators",Other item,NULL,NULL,TOWER HAMLETS,Bow East,E05009319,Yes
036709-02042021,2021,Apr,Other Lithium Battery,Electricity,Vacuum cleaner,Plastic - raw material only,NULL,NULL,SOUTHWARK,BOROUGH & BANKSIDE,E05011095,Yes
037258-03042021,2021,Apr,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,RICHMOND UPON THAMES,Teddington,E05013788,Yes
039561-08042021,2021,Apr,e-bike,Electricity,Other,Other item,NULL,NULL,WALTHAM FOREST,William Morris,E05013902,Yes
039786-08042021,2021,Apr,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Volkswagen,BRENT,Kenton,E05013502,No
039883-08042021,2021,Apr,e-bike,Electricity,Other,Unspecified internal fitting/part of structure,NULL,NULL,SOUTHWARK,OLD KENT ROAD,E05011109,No
041557-12042021,2021,Apr,Bus/coach ,Electricity,"Batteries, generators",Unspecified internal fitting/part of structure,NULL,Other,LEWISHAM,Telegraph Hill,E05013732,No
042774-15042021,2021,Apr,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,BMW,HACKNEY,DE BEAUVOIR,E05009371,No
043347-16042021,2021,Apr,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Rover,GREENWICH,East Greenwich,E05014076,No
044356-18042021,2021,Apr,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,HAMMERSMITH AND FULHAM,College Park & Old Oak,E05013736,No
045243-20042021,2021,Apr,Other Lithium Battery,Other,Other,Printed circuit board,NULL,NULL,HILLINGDON,Hayes Town,E05013569,Yes
046379-22042021,2021,Apr,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Audi,BROMLEY,Kelsey & Eden Park,E05013999,No
048356-26042021,2021,Apr,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Toyota,GREENWICH,Plumstead & Glyndon,E05014087,No
048504-26042021,2021,Apr,Other Lithium Battery,Electricity,"Batteries, generators",Not known,NULL,NULL,LEWISHAM,Forest Hill,E05013722,Yes
049112-27042021,2021,Apr,Other Lithium Battery,Unknown,Not known,Not known,NULL,NULL,BRENT,Kilburn,E05013503,Yes
049984-29042021,2021,Apr,e-scooter,Unknown,Not known,Not known,NULL,NULL,ENFIELD,Town,E05013693,No
050189-30042021,2021,Apr,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,ISLINGTON,Finsbury Park,E05013703,Yes
051075-01052021,2021,May,e-bike,Electricity,"Batteries, generators",Internal Fittings,NULL,NULL,LAMBETH,Clapham Common & Abbeville,E05014099,No
051396-02052021,2021,May,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Citroen,ENFIELD,Bullsmoor,E05013675,No
051437-02052021,2021,May,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,HARINGEY,Tottenham Central,E05013601,Yes
051652-03052021,2021,May,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Volkswagen,HARINGEY,Tottenham Central,E05013601,No
054531-08052021,2021,May,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Toyota,EALING,Ealing Broadway,E05013520,No
054841-09052021,2021,May,e-scooter,Electricity,Other,Other item,NULL,Other,HACKNEY,SPRINGFIELD,E05009383,Yes
055152-10052021,2021,May,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Mercedes,HILLINGDON,Yeading,E05013583,No
055676-11052021,2021,May,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,ISLINGTON,Tollington,E05013712,Yes
056211-12052021,2021,May,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Vauxhall/GM,CAMDEN,Fortune Green,E05013656,No
056739-14052021,2021,May,e-scooter,Electricity,"Batteries, generators",Wiring insulation,NULL,NULL,LEWISHAM,Brockley,E05013716,No
058823-18052021,2021,May,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,BMW,BARNET,Whetstone,E05013650,No
061112-23052021,2021,May,e-scooter,Electricity,Other,Unspecified internal fitting/part of structure,NULL,NULL,SOUTHWARK,NORTH BERMONDSEY,E05011106,No
061198-24052021,2021,May,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,LAMBETH,Streatham Hill West & Thornton,E05014114,Yes
061363-24052021,2021,May,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Other,KINGSTON UPON THAMES,Tolworth,E05013945,No
061668-25052021,2021,May,e-bike,Electricity,"Batteries, generators",Upholstered furniture,NULL,NULL,SOUTHWARK,ST. GILES,E05011115,Yes
062022-26052021,2021,May,e-scooter,Electricity,Other,Other item,NULL,NULL,SOUTHWARK,NORTH WALWORTH,E05011107,Yes
062762-27052021,2021,May,Other Lithium Battery,Electricity,"Batteries, generators",Unspecified internal fitting/part of structure,NULL,NULL,CROYDON,NEW ADDINGTON NORTH,E05011470,Yes
064445-30052021,2021,May,Other Lithium Battery,Electricity,"Batteries, generators",Other item,NULL,NULL,WALTHAM FOREST,Cann Hall,E05013882,Yes
064733-31052021,2021,May,e-bike,Electricity,Other,Other item,NULL,NULL,HOUNSLOW,Osterley & Spring Grove,E05013626,Yes
066313-02062021,2021,Jun,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Mercedes,GREENWICH,Abbey Wood,E05014072,No
066674-03062021,2021,Jun,Other Lithium Battery,Electricity,"Batteries, generators",Other item,NULL,NULL,BARNET,Brunswick Park,E05013629,Yes
069224-08062021,2021,Jun,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,HARINGEY,Woodside,E05013605,Yes
069612-09062021,2021,Jun,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,HAMMERSMITH AND FULHAM,Avonmore,E05013734,Yes
069665-09062021,2021,Jun,Van ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Mercedes,WESTMINSTER,West End,E05013808,No
069693-09062021,2021,Jun,Multiple Vehicles ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Volkswagen,CAMDEN,Highgate,E05013661,No
070264-10062021,2021,Jun,Other Lithium Battery,Electricity,Battery charger,Wiring insulation,NULL,NULL,ENFIELD,Enfield Lock,E05013680,Yes
071599-12062021,2021,Jun,Other Lithium Battery,Electricity,"Batteries, generators",Floor coverings,NULL,NULL,GREENWICH,Eltham Page,E05014077,Yes
072243-13062021,2021,Jun,Bus/coach ,Electricity,"Batteries, generators",Wiring insulation,NULL,Other,CAMDEN,Kentish Town South,E05013664,No
075107-18062021,2021,Jun,e-cigarette,Electricity,e-Smoking equipment,Bedding,NULL,NULL,ISLINGTON,Laycock,E05013708,No
075528-19062021,2021,Jun,e-scooter,Electricity,E-Scooter,Other item,NULL,NULL,LEWISHAM,Sydenham,E05013731,Yes
075542-19062021,2021,Jun,e-bike,Electricity,"Batteries, generators",Wiring insulation,NULL,NULL,KINGSTON UPON THAMES,Kingston Town,E05013938,Yes
075960-20062021,2021,Jun,Other Lithium Battery,Electricity,Battery charger,Internal Fittings,NULL,NULL,HACKNEY,DALSTON,E05009370,Yes
078076-24062021,2021,Jun,Other Lithium Battery,Electricity,"Batteries, generators",Other item,NULL,NULL,CROYDON,SHIRLEY NORTH,E05011482,Yes
078425-25062021,2021,Jun,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,BRENT,Kilburn,E05013503,Yes
083327-04072021,2021,Jul,Van ,Electricity,"Batteries, generators",Wiring insulation,NULL,Peugeot,RICHMOND UPON THAMES,South Richmond,E05013786,No
085142-08072021,2021,Jul,Other Lithium Battery,Electricity,Vehicle electrical fault,Other item,NULL,NULL,EALING,Hanger Hill,E05013524,Yes
085605-09072021,2021,Jul,Other road vehicle,Electricity,"Batteries, generators",Other item,NULL,NULL,LAMBETH,Waterloo & South Bank,E05014118,No
086137-10072021,2021,Jul,e-bike,Electricity,"Batteries, generators",Other item,NULL,Other,RICHMOND UPON THAMES,Kew,E05013782,No
086516-11072021,2021,Jul,Motorcycle ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,CAMDEN,Kentish Town South,E05013664,No
086823-12072021,2021,Jul,Car ,Electricity,"Batteries, generators",Internal Fittings,NULL,Mercedes,HACKNEY,HOMERTON,E05009376,No
089190-13072021,2021,Jul,e-bike,Electricity,"Batteries, generators",Other item,NULL,Other,NEWHAM,Green Street West,E05013914,Yes
090361-15072021,2021,Jul,e-bike,Electricity,E-Bike,Other item,NULL,NULL,ISLINGTON,Caledonian,E05013700,Yes
091062-16072021,2021,Jul,Other Lithium Battery,Electricity,"Batteries, generators",Other item,NULL,NULL,BEXLEY,BELVEDERE,E05011218,Yes
094357-21072021,2021,Jul,e-scooter,Electricity,Other,Other item,NULL,NULL,HAMMERSMITH AND FULHAM,College Park & Old Oak,E05013736,Yes
095525-23072021,2021,Jul,e-bike,Electricity,"Batteries, generators",None,NULL,UNKNOWN,WALTHAM FOREST,Cathall,E05013883,No
100074-29072021,2021,Jul,e-bike,Electricity,E-Bike,None,NULL,NULL,HACKNEY,STOKE NEWINGTON,E05009385,No
100358-30072021,2021,Jul,Other Lithium Battery,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,HOUNSLOW,Heston West,E05013619,Yes
100805-31072021,2021,Jul,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Volkswagen,BARNET,Barnet Vale,E05013628,No
100807-31072021,2021,Jul,Other road vehicle,Electricity,"Batteries, generators",Wiring insulation,NULL,Other,HILLINGDON,Heathrow Villages,E05013570,No
101155-01082021,2021,Aug,e-scooter,Electricity,E-Scooter,Unspecified internal fitting/part of structure,NULL,NULL,BARNET,Golders Green,E05013642,Yes
101209-01082021,2021,Aug,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,HILLINGDON,Colham & Cowley,E05013566,Yes
101506-01082021,2021,Aug,Other Lithium Battery,Electricity,Computer equipment (domestic use),Other item,NULL,NULL,LAMBETH,Streatham St. Leonard's,E05014115,Yes
102471-03082021,2021,Aug,e-bike,Electricity,"Batteries, generators",Printed circuit board,NULL,NULL,BARNET,Golders Green,E05013642,Yes
103849-06082021,2021,Aug,Van ,Electricity,"Batteries, generators",Foam - raw material only,NULL,Fiat,CROYDON,SOUTH CROYDON,E05011484,No
104618-07082021,2021,Aug,Car ,Electricity,"Batteries, generators",Petrol/Oil products,NULL,Citroen,HILLINGDON,West Drayton,E05013581,No
106493-11082021,2021,Aug,Other Lithium Battery,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,BRENT,Roundwood,E05013509,Yes
106664-12082021,2021,Aug,e-bike,Electricity,E-Bike,Other item,NULL,NULL,LAMBETH,Streatham Hill West & Thornton,E05014114,Yes
107293-13082021,2021,Aug,e-bike,Electricity,"Batteries, generators",Unspecified internal fitting/part of structure,NULL,NULL,CAMDEN,Camden Town,E05013655,Yes
107558-14082021,2021,Aug,e-bike,Electricity,E-Bike,Wiring insulation,NULL,NULL,TOWER HAMLETS,Bow West,E05009320,Yes
109973-18082021,2021,Aug,e-scooter,Electricity,E-Scooter,Unspecified internal fitting/part of structure,NULL,NULL,ISLINGTON,Laycock,E05013708,No
110299-19082021,2021,Aug,e-bike,Electricity,E-Bike,Not known,NULL,UNKNOWN,MERTON,Colliers Wood,E05013812,No
111284-21082021,2021,Aug,e-bike,Electricity,"Batteries, generators",Wiring insulation,NULL,Other,TOWER HAMLETS,St. Peter's,E05009331,No
111611-22082021,2021,Aug,e-cigarette,Electricity,e-Smoking equipment,Other item,NULL,NULL,HARINGEY,Woodside,E05013605,No
113547-26082021,2021,Aug,e-scooter,Electricity,E-Scooter,Plastic - raw material only,NULL,NULL,MERTON,Wandle,E05013826,Yes
115646-30082021,2021,Aug,e-bike,Unknown,Other appliance or equipment,Not known,NULL,NULL,SOUTHWARK,BOROUGH & BANKSIDE,E05011095,No
116966-02092021,2021,Sep,Other Lithium Battery,Electricity,"Batteries, generators",Not known,NULL,NULL,WANDSWORTH,Nine Elms,E05014015,Yes
117067-02092021,2021,Sep,e-scooter,Electricity,"Batteries, generators",Other item,NULL,NULL,EALING,Southall Broadway,E05013537,Yes
119861-07092021,2021,Sep,e-scooter,Electricity,"Batteries, generators",Rubbish/Waste material,NULL,Other,GREENWICH,Greenwich Peninsula,E05014082,No
121965-11092021,2021,Sep,Other Lithium Battery,Other,Other,Not known,NULL,NULL,BARNET,Totteridge & Woodside,E05013646,Yes
122989-13092021,2021,Sep,Other Lithium Battery,Electricity,Other appliance or equipment,Other item,NULL,NULL,HAMMERSMITH AND FULHAM,Sands End,E05013747,Yes
124969-18092021,2021,Sep,e-bike,Electricity,E-Bike,Other item,NULL,NULL,GREENWICH,Kidbrooke Park,E05014083,No
126798-21092021,2021,Sep,Car ,Electricity,"Batteries, generators",Not known,NULL,Mercedes,HARINGEY,Seven Sisters,E05013598,No
128105-24092021,2021,Sep,Car ,Electricity,"Batteries, generators",Rubber - raw material only,NULL,Skoda,BRENT,Willesden Green,E05013517,No
128263-24092021,2021,Sep,e-bike,Electricity,E-Bike,Internal Fittings,NULL,NULL,HACKNEY,HOMERTON,E05009376,No
129685-27092021,2021,Sep,Other Lithium Battery,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,NEWHAM,East Ham South,E05013910,Yes
129916-28092021,2021,Sep,Other Lithium Battery,Electricity,"Batteries, generators",Other item,NULL,NULL,HILLINGDON,Northwood,E05013574,Yes
130480-29092021,2021,Sep,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,NEWHAM,Canning Town North,E05013906,Yes
134316-06102021,2021,Oct,e-bike,Electricity,E-Bike,Garden shed,NULL,NULL,HACKNEY,HACKNEY CENTRAL,E05009372,No
134819-07102021,2021,Oct,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,CROYDON,FAIRFIELD,E05011468,No
136447-10102021,2021,Oct,Other Lithium Battery,Electricity,Other,Household paper/Cardboard,NULL,NULL,CROYDON,PURLEY OAKS & RIDDLESDOWN,E05011477,Yes
136861-10102021,2021,Oct,e-scooter,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,BROMLEY,Darwin,E05013996,No
137477-12102021,2021,Oct,e-scooter,Electricity,E-Scooter,Capacitor,NULL,Other,WESTMINSTER,West End,E05013808,No
138069-13102021,2021,Oct,e-cigarette,Electricity,e-Smoking equipment,Household paper/Cardboard,NULL,NULL,ISLINGTON,Laycock,E05013708,No
139377-16102021,2021,Oct,e-scooter,Electricity,E-Scooter,Plastic - raw material only,NULL,NULL,GREENWICH,Eltham Page,E05014077,No
139647-16102021,2021,Oct,e-bike,Electricity,Other,Other item,NULL,NULL,NEWHAM,Royal Albert,E05013922,Yes
141230-19102021,2021,Oct,e-scooter,Electricity,"Batteries, generators",Wiring insulation,NULL,UNKNOWN,SOUTHWARK,NORTH WALWORTH,E05011107,No
142451-21102021,2021,Oct,e-scooter,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,LEWISHAM,Forest Hill,E05013722,No
144111-25102021,2021,Oct,e-scooter,Electricity,E-Scooter,Window coverings,NULL,NULL,HAVERING,St. Edward's,E05013983,No
145067-26102021,2021,Oct,e-scooter,Electricity,E-Scooter,Other item,NULL,NULL,HARROW,Canons,E05013543,Yes
145663-28102021,2021,Oct,e-scooter,Electricity,E-Scooter,Not known,Electric batteries,NULL,KINGSTON UPON THAMES,Green Lane & St. James,E05013934,No
147843-01112021,2021,Nov,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,HARINGEY,South Tottenham,E05013599,Yes
148037-01112021,2021,Nov,e-scooter,Electricity,"Batteries, generators",Other item,NULL,NULL,HAMMERSMITH AND FULHAM,Fulham Town,E05013739,Yes
149116-03112021,2021,Nov,e-bike,Electricity,"Batteries, generators",Bed/mattress,NULL,NULL,LEWISHAM,Crofton Park,E05013718,Yes
149242-04112021,2021,Nov,Other Lithium Battery,Other,Other,Plastic - raw material only,NULL,NULL,BROMLEY,Kelsey & Eden Park,E05013999,Yes
150783-06112021,2021,Nov,Lorry/HGV ,Electricity,Other,Other item,Electric batteries,Mercedes,GREENWICH,Greenwich Peninsula,E05014082,No
151936-08112021,2021,Nov,Car ,Electricity,"Batteries, generators",Unspecified external fitting/part of structure,Diesel/Electric Hybrid,Ford,LAMBETH,Vauxhall,E05014117,No
152381-09112021,2021,Nov,Lorry/HGV ,Electricity,"Batteries, generators",Rubbish/Waste material,Petrol/Electric Hybrid,NULL,WANDSWORTH,St. Mary's,E05014018,No
153661-12112021,2021,Nov,Other Lithium Battery,Unknown,Not known,Rubbish/Waste material,NULL,NULL,ENFIELD,Ponders End,E05013689,Yes
153990-12112021,2021,Nov,e-scooter,Electricity,E-Scooter,Other item,NULL,NULL,LAMBETH,Brixton Acre Lane,E05014095,Yes
154491-13112021,2021,Nov,e-bike,Not applicable,Other non-electrical vehicle fault,Plastic - raw material only,Electric batteries,Other,NEWHAM,Maryland,E05013917,No
155523-16112021,2021,Nov,Car ,Electricity,Vehicle electrical fault,Internal Fittings,Petrol/Electric Hybrid,Other,BROMLEY,Beckenham Town & Copers Cope,E05013987,No
155948-16112021,2021,Nov,Car ,Electricity,Extension lead,Unspecified internal fitting/part of structure,Electric batteries,Mercedes,BROMLEY,Crystal Palace & Anerley,E05013995,No
157811-20112021,2021,Nov,e-scooter,Electricity,"Batteries, generators",Plastic - raw material only,Electric batteries,NULL,SOUTHWARK,CAMBERWELL GREEN,E05011096,No
157820-20112021,2021,Nov,Car ,Electricity,Vehicle electrical fault,Wiring insulation,Petrol/Electric Hybrid,Toyota,SUTTON,Stonecot,E05013764,No
158081-21112021,2021,Nov,e-bike,Electricity,Other,Wiring insulation,NULL,NULL,EALING,Ealing Broadway,E05013520,Yes
158126-21112021,2021,Nov,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,TOWER HAMLETS,Canary Wharf,E05009323,Yes
159799-24112021,2021,Nov,e-bike,Electricity,"Batteries, generators",Wiring insulation,NULL,NULL,CROYDON,BENSHAM MANOR,E05011464,No
160032-25112021,2021,Nov,Car ,Unknown,Not known,Leaves,Diesel/Electric Hybrid,UNKNOWN,ISLINGTON,Caledonian,E05013700,No
161146-27112021,2021,Nov,Car ,Electricity,Other,Not known,Electric batteries,Other,MERTON,Hillside,E05013816,No
162982-30112021,2021,Nov,Car ,Not applicable,"Engine, fuel line or pump",Plastic - raw material only,Petrol/Electric Hybrid,Toyota,HARINGEY,South Tottenham,E05013599,No
166037-07122021,2021,Dec,e-bike,Electricity,E-Bike,Other item,NULL,NULL,TOWER HAMLETS,Bow East,E05009319,Yes
167403-10122021,2021,Dec,Car ,Electricity,Other incandescent light bulbs,Wiring insulation,Petrol/Electric Hybrid,Toyota,HACKNEY,HAGGERSTON,E05009375,No
168078-11122021,2021,Dec,e-bike,Electricity,E-Bike,Wiring insulation,NULL,NULL,BRENT,Kenton,E05013502,Yes
169519-14122021,2021,Dec,Bus/coach ,Electricity,Not known,Other item,Diesel/Electric Hybrid,Other,EALING,North Acton,E05013527,No
172101-19122021,2021,Dec,Other Lithium Battery,Electricity,"Batteries, generators",Upholstered furniture,NULL,NULL,HARINGEY,Northumberland Park,E05013596,Yes
172989-21122021,2021,Dec,e-bike,Electricity,E-Bike,Plastic - raw material only,Electric batteries,Other,HAVERING,Rush Green & Crowlands,E05013980,No
173415-22122021,2021,Dec,Other road vehicle,Unknown,Unknown vehicle fault,Rubber - raw material only,Electric batteries,NULL,HAMMERSMITH AND FULHAM,Fulham Town,E05013739,No
177324-31122021,2021,Dec,e-bike,Electricity,"Batteries, generators",Wiring insulation,Electric batteries,NULL,TOWER HAMLETS,Lansbury,E05009325,No
000320-01012022,2022,Jan,e-bike,Electricity,E-Bike,Other item,NULL,NULL,TOWER HAMLETS,St. Peter's,E05009331,No
002475-06012022,2022,Jan,Other road vehicle,Electricity,Battery charger,None,Electric batteries,Other,HILLINGDON,Heathrow Villages,E05013570,No
004742-11012022,2022,Jan,e-scooter,Electricity,E-Scooter,Plastic - raw material only,NULL,NULL,WALTHAM FOREST,Forest,E05013887,No
005100-12012022,2022,Jan,Car ,Unknown,Unknown vehicle fault,Wiring insulation,Petrol/Electric Hybrid,Hyundai,TOWER HAMLETS,Shadwell,E05009332,No
005163-12012022,2022,Jan,e-scooter,Electricity,E-Scooter,Other item,NULL,NULL,ENFIELD,Whitewebbs,E05013695,Yes
005347-13012022,2022,Jan,e-cigarette,Electricity,e-Smoking equipment,Bed/mattress,NULL,NULL,ENFIELD,Enfield Lock,E05013680,No
005843-14012022,2022,Jan,e-bike,Electricity,Other,Not known,NULL,NULL,BRENT,Cricklewood & Mapesbury,E05013499,Yes
007786-18012022,2022,Jan,Other Lithium Battery,Not applicable,Other,Wiring insulation,NULL,NULL,HOUNSLOW,Feltham North,E05013613,Yes
008132-18012022,2022,Jan,e-bike,Electricity,"Batteries, generators",Unspecified internal fitting/part of structure,NULL,NULL,WALTHAM FOREST,Leytonstone,E05013897,Yes
009069-20012022,2022,Jan,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,HAMMERSMITH AND FULHAM,White City,E05013752,No
009668-21012022,2022,Jan,e-bike,Electricity,Other,Other item,NULL,NULL,HARINGEY,White Hart Lane,E05013604,Yes
010715-23012022,2022,Jan,e-bike,Electricity,"Batteries, generators",Wiring insulation,Electric batteries,UNKNOWN,TOWER HAMLETS,Weavers,E05009335,No
011558-25012022,2022,Jan,Car ,Not applicable,"Engine, fuel line or pump",Other item,Petrol/Electric Hybrid,Toyota,HOUNSLOW,Brentford East,E05013607,No
011778-26012022,2022,Jan,Other Lithium Battery,Electricity,Battery charger,Wiring insulation,NULL,NULL,HAMMERSMITH AND FULHAM,Fulham Town,E05013739,Yes
011827-26012022,2022,Jan,e-bike,Electricity,E-Bike,Other item,Electric batteries,Other,LAMBETH,St. Martin's,E05014109,No
012020-26012022,2022,Jan,Car ,Electricity,Vehicle electrical fault,Other item,Petrol/Electric Hybrid,Toyota,ENFIELD,Jubilee,E05013684,No
012838-28012022,2022,Jan,Other Lithium Battery,Not applicable,Not known,Plastic - raw material only,Petrol,Ford,WESTMINSTER,Westbourne,E05013809,Yes
012926-28012022,2022,Jan,Car ,Not applicable,Liquids; petrol/oil related,Capacitor,Petrol/Electric Hybrid,Toyota,REDBRIDGE,SOUTH WOODFORD,E05011252,No
015159-01022022,2022,Feb,e-bike,Electricity,E-Bike,Other item,NULL,NULL,LAMBETH,Brixton Acre Lane,E05014095,Yes
016455-04022022,2022,Feb,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,WESTMINSTER,Church Street,E05013794,Yes
017010-05022022,2022,Feb,Other Lithium Battery,Electricity,"Batteries, generators",Clothing,Petrol,BMW,TOWER HAMLETS,St. Peter's,E05009331,Yes
018502-08022022,2022,Feb,Other Lithium Battery,Electricity,Battery charger,Other item,NULL,NULL,BARKING AND DAGENHAM,Northbury,E05014066,Yes
019210-10022022,2022,Feb,e-bike,Electricity,E-Bike,Wiring insulation,NULL,NULL,REDBRIDGE,CLAYHALL,E05011239,No
019795-11022022,2022,Feb,Car ,Not applicable,"Lighted paper or card, or other naked flame",Petrol/Oil products,Electric batteries,Mercedes,HACKNEY,HOXTON EAST & SHOREDITCH,E05009377,No
020692-13022022,2022,Feb,e-bike,Electricity,"Batteries, generators",Upholstered furniture,NULL,NULL,HAMMERSMITH AND FULHAM,Wendell Park,E05013750,Yes
020745-13022022,2022,Feb,Other Lithium Battery,Electricity,"Batteries, generators",Capacitor,NULL,NULL,BROMLEY,St. Mary Cray,E05014006,Yes
020947-13022022,2022,Feb,Car ,Electricity,"Wiring, cabling, plugs",Plastic - raw material only,Petrol/Electric Hybrid,Toyota,TOWER HAMLETS,Poplar,E05009328,No
020973-13022022,2022,Feb,Car ,Electricity,"Wiring, cabling, plugs",Plastic - raw material only,Petrol/Electric Hybrid,Toyota,REDBRIDGE,GOODMAYES,E05011244,No
021993-15022022,2022,Feb,e-scooter,Electricity,E-Scooter,Plastic - raw material only,NULL,NULL,HILLINGDON,Yiewsley,E05013584,Yes
024765-18022022,2022,Feb,Car ,Electricity,Vehicle electrical fault,Rubber - raw material only,Petrol/Electric Hybrid,Toyota,ENFIELD,Carterhatch,E05013677,No
025966-20022022,2022,Feb,Car ,Electricity,Vehicle electrical fault,Wiring insulation,Petrol/Electric Hybrid,Toyota,ENFIELD,Bowes,E05013673,No
027156-23022022,2022,Feb,Other road vehicle,Electricity,"Batteries, generators",Wiring insulation,Electric batteries,Toyota,ENFIELD,Enfield Lock,E05013680,No
027661-24022022,2022,Feb,Car ,Electricity,Vehicle electrical fault,Plastic - raw material only,Petrol/Electric Hybrid,Hyundai,BARNET,Colindale North,E05013632,No
